"id","earnings","occ","ability","age","region","female","education","exp"
672,4197.2,40,34,34,4,1,5,24
673,3035.95,10,35,45,3,1,6,38
674,3676,10,72,44,4,0,9,30
675,2865.95,14,82,31,3,1,10,14
676,3776.95,18,87,44,1,1,13,26
677,5454.75,43,90,30,3,0,13,14
678,3356.95,6,80,45,3,1,11,28
679,4014.7,37,46,41,4,1,5,33
680,4013.7,37,66,41,2,1,7,29
681,3543,25,58,34,2,0,6,24
682,4552.2,39,76,49,2,1,13,30
683,4214.7,39,31,36,2,1,5,27
684,1804.95,5,31,35,3,1,5,24
685,3016.45,18,56,31,3,1,9,21
686,4116.7,44,37,40,4,1,4,31
687,4841.2,27,99,47,4,1,12,28
688,4044.7,33,57,48,4,1,8,37
689,5023,33,97,30,4,0,13,16
690,4703.75,44,34,48,1,0,4,38
691,2821.5,8,41,48,2,0,5,37
692,4448.95,34,59,32,1,1,7,20
693,4123.95,21,75,43,1,1,10,26
694,3739,7,91,38,4,0,14,20
695,3315.95,4,97,41,1,1,12,22
696,2760.7,5,47,48,2,1,8,39
697,4454,38,90,46,4,0,9,32
698,2527,14,45,33,4,0,4,28
699,2540.2,2,55,33,2,1,6,22
700,4975.95,45,52,43,3,1,6,36
701,2803,16,29,31,4,0,3,22
702,3541.5,23,64,45,2,0,7,37
703,3268.7,28,34,34,2,1,5,25
704,4886.95,51,58,43,3,1,9,32
705,5365.95,46,93,34,1,1,13,14
706,3620.75,20,89,46,3,0,11,28
707,4478,33,87,38,4,0,14,20
708,3384.2,16,82,33,2,1,10,20
709,2205,15,26,37,4,0,4,32
710,4374.5,34,61,39,2,0,9,29
711,3445.7,11,60,45,4,1,7,31
712,3893,18,95,44,4,0,10,28
713,4867.75,43,44,37,3,0,6,24
714,1840.2,6,33,30,4,1,4,20
715,2880.2,8,73,37,4,1,10,24
716,5270.25,49,62,40,3,0,8,29
717,2968.25,22,41,40,3,0,5,29
718,3316.75,19,49,40,1,0,5,34
719,2973.2,8,47,39,4,1,6,28
720,5228.25,45,87,45,1,0,9,31
721,4106.75,36,63,35,1,0,7,22
722,2782,19,35,39,2,0,4,34
723,4178.5,27,62,33,4,0,7,21
724,3603.7,29,24,37,4,1,4,27
725,4702.7,40,69,44,4,1,8,29
726,2849.45,24,34,37,1,1,5,25
727,3163.2,5,84,39,4,1,10,26
728,3171.95,21,22,46,3,1,2,40
729,4792.25,43,93,45,1,0,11,29
730,3630.75,15,76,39,1,0,10,28
731,3807.75,17,83,47,1,0,10,32
732,4476.5,23,90,38,4,0,15,19
733,3826,16,59,45,2,0,10,28
734,2921.95,5,79,41,3,1,12,24
735,1607.75,4,24,41,3,0,2,32
736,4863,42,65,33,2,0,11,16
737,3011.45,26,41,32,3,1,4,25
738,5550.25,48,84,33,3,0,14,13
739,5138.7,49,85,47,4,1,12,29
740,3282.25,32,27,41,3,0,2,35
741,4256.5,32,77,30,2,0,12,13
742,4490.95,46,34,42,1,1,3,32
743,2505.5,15,29,44,4,0,4,37
744,4364.5,33,59,49,4,0,9,37
745,5331.5,36,97,36,2,0,15,19
746,5254,38,85,42,2,0,11,26
747,3836.2,42,39,32,2,1,6,22
748,4003.7,13,98,32,4,1,13,17
749,3884.25,31,53,32,3,0,6,23
750,3723.25,9,91,49,3,0,15,27
751,3951.5,35,61,48,2,0,9,37
752,4244.5,38,68,37,2,0,10,23
753,3199.7,11,90,32,2,1,11,19
754,3801,33,41,34,4,0,4,28
755,5225.2,33,98,49,2,1,16,26
756,3866.95,35,49,39,1,1,6,30
757,3272.7,27,46,35,2,1,7,27
758,4283.7,30,84,39,2,1,9,29
759,4320,49,36,44,4,0,4,38
760,4804.45,47,79,30,3,1,13,15
761,3334.5,21,22,40,4,0,3,35
762,2913,9,57,33,2,0,8,18
763,3199.75,4,74,34,1,0,10,18
764,4765.5,26,98,38,4,0,12,23
765,4648.95,37,83,33,1,1,8,20
766,2509.7,15,37,35,2,1,4,27
767,4318,36,71,40,2,0,11,28
768,3799.45,13,92,42,1,1,16,25
769,2923.2,5,75,35,2,1,8,20
770,3652.25,20,78,46,3,0,12,31
771,4702.5,43,81,41,4,0,9,31
772,4330.45,44,25,31,3,1,2,27
773,5375.7,38,98,44,4,1,16,21
774,2695.25,21,37,31,3,0,5,21
775,4433.2,45,27,32,4,1,3,22
776,3711.5,27,75,34,2,0,11,21
777,2390.95,2,33,48,1,1,4,40
778,5211.25,49,58,31,3,0,10,15
779,3655.5,24,44,31,2,0,7,19
780,4377.45,32,55,42,1,1,6,31
781,2965.5,11,82,32,4,0,9,19
782,2554.25,4,42,42,3,0,7,31
783,5213.5,40,74,48,2,0,11,33
784,3902.45,24,85,40,1,1,12,21
785,3983.5,27,57,32,2,0,6,19
786,2614.95,10,53,34,3,1,6,22
787,5072.75,41,66,40,3,0,11,26
788,3978,23,82,44,2,0,9,34
789,4261.2,32,92,44,2,1,13,24
790,4336.2,43,54,32,4,1,6,24
791,4088.95,35,76,44,1,1,8,32
792,2666.2,12,77,32,4,1,7,18
793,3500.75,17,45,49,1,0,7,36
794,4106.75,28,58,32,3,0,9,22
795,1804.7,4,25,44,4,1,4,33
796,4461.5,30,86,43,2,0,14,25
797,3898.5,25,52,34,4,0,9,23
798,4438.45,44,51,44,3,1,9,29
799,4432.95,45,60,37,1,1,6,26
800,4451.45,29,88,34,3,1,8,21
801,4324.7,27,97,48,2,1,16,31
802,2758.95,2,43,45,3,1,5,36
803,5365.95,40,79,39,3,1,13,20
804,4119.5,29,41,44,4,0,5,37
805,2504.25,10,32,31,3,0,5,19
806,3964.5,28,41,49,4,0,5,39
807,4511.95,42,73,43,3,1,12,30
808,2241.7,14,29,35,2,1,4,29
809,5520.25,51,78,40,3,0,10,29
810,2914.45,8,94,42,3,1,11,29
811,3447.25,4,77,46,1,0,13,27
812,3292.45,15,58,30,3,1,7,19
813,4603.45,42,64,33,3,1,7,19
814,3626.25,23,58,40,1,0,9,29
815,3658.25,34,50,30,1,0,8,21
816,4391.2,26,74,33,2,1,12,20
817,3676.45,18,68,47,1,1,11,35
818,5625.2,50,79,30,2,1,11,12
819,4649.5,41,70,42,2,0,9,27
820,3311.5,20,60,43,2,0,7,29
821,3684.25,33,49,32,1,0,5,21
822,3411,7,90,37,4,0,11,22
823,4140,49,23,46,2,0,3,36
824,2991.5,13,68,36,4,0,10,25
825,4165.25,47,22,48,1,0,2,43
826,3160,27,47,38,2,0,5,30
827,4035,46,31,48,2,0,4,40
828,3061.5,13,61,31,4,0,6,21
829,2438,1,35,44,2,0,3,34
830,3874,29,42,48,2,0,5,42
831,4121.5,22,71,36,2,0,7,25
832,3374.5,22,61,39,4,0,9,27
833,4081.2,27,68,35,2,1,6,24
834,3521.2,10,59,47,4,1,10,34
835,4197,40,63,47,4,0,7,34
836,4442.2,24,84,37,4,1,10,20
837,4175.75,47,31,38,1,0,5,28
838,4175.2,40,53,43,4,1,8,28
839,2389.2,3,71,33,4,1,8,18
840,4537.45,32,96,33,3,1,14,13
841,4807.25,45,36,40,3,0,3,33
842,4167.2,29,59,44,2,1,10,32
843,4239.2,31,99,30,2,1,14,12
844,4293.45,33,56,42,1,1,6,29
845,4305.45,33,85,31,3,1,10,19
846,2863.5,2,69,35,2,0,8,23
847,4423.25,21,89,46,3,0,12,31
848,3326.95,37,20,47,3,1,2,38
849,3468.95,20,81,34,1,1,12,18
850,3337.45,15,55,41,1,1,9,29
851,3776.2,29,20,47,4,1,2,38
852,3928.2,28,36,47,2,1,4,40
853,4788.75,37,93,41,1,0,11,24
854,2623.45,7,76,47,3,1,9,35
855,2663.45,6,71,43,1,1,8,31
856,4561.45,32,65,36,3,1,9,23
857,4341.25,49,48,33,1,0,6,23
858,4247.45,44,48,37,3,1,5,27
859,3378,32,44,47,4,0,5,40
860,3731.25,43,33,47,1,0,5,41
861,1626.25,2,21,47,3,0,2,43
862,4332.25,42,43,36,1,0,6,29
863,4256.75,43,52,35,1,0,8,26
864,3653.7,11,91,31,4,1,10,19
865,2969.75,3,60,37,3,0,9,22
866,2144.5,4,55,37,4,0,8,27
867,3257,7,75,30,4,0,12,12
868,2895.7,7,83,43,4,1,11,27
869,3840.75,26,61,43,1,0,8,28
870,2376.45,14,22,44,1,1,3,39
871,3046.75,24,59,33,3,0,6,22
872,3512.2,28,67,33,4,1,8,20
873,4727.75,40,78,36,1,0,8,22
874,3076.45,21,63,32,1,1,10,17
875,1664,1,25,34,4,0,3,28
876,2801,10,42,33,2,0,6,20
877,3422.95,24,36,48,3,1,5,38
878,4672.5,31,90,43,2,0,12,25
879,3933.75,39,21,45,3,0,2,40
880,3062,4,97,37,2,0,10,24
881,2761.5,15,24,40,4,0,2,33
882,3620.2,35,37,33,2,1,5,24
883,3393.95,18,70,36,3,1,10,22
884,5023.7,39,94,40,4,1,13,21
885,3359.75,13,84,35,1,0,10,24
886,5249.7,46,55,48,4,1,6,39
887,4382.5,48,46,49,2,0,4,39
888,4559.7,37,57,35,4,1,7,25
889,2193.25,1,27,49,3,0,3,39
890,4462.5,29,91,37,2,0,15,15
891,2198.75,5,46,34,1,0,4,28
892,4687.75,48,47,33,1,0,6,26
893,3191.5,31,31,45,4,0,5,39
894,2818.5,13,58,42,4,0,8,29
895,4951.5,33,95,41,4,0,10,25
896,2621.45,13,47,37,3,1,5,31
897,3557.5,17,64,37,4,0,10,25
898,3396.95,6,90,49,1,1,11,32
899,4557.75,41,62,45,1,0,9,30
900,4922.7,46,60,44,2,1,7,33
901,4534.2,40,46,42,2,1,6,30
902,4747,50,39,48,4,0,4,40
903,3767,42,36,32,4,0,3,28
904,3892.7,35,31,49,4,1,5,39
905,3469.75,29,59,45,1,0,7,36
906,3673.5,11,87,32,4,0,15,11
907,3890.25,18,99,39,3,0,11,25
908,4927.75,46,37,46,3,0,4,40
909,3932.5,45,31,44,2,0,4,33
910,4063.5,27,61,49,4,0,8,35
911,2927.95,9,67,43,3,1,8,32
912,3606.25,21,64,35,3,0,10,21
913,3766.7,24,59,32,4,1,9,21
914,5037.5,42,74,32,4,0,8,19
915,3794.25,35,29,48,1,0,2,43
916,3915.75,18,85,49,1,0,9,34
917,3303.95,33,28,35,3,1,4,24
918,3420.95,18,60,48,3,1,6,38
919,2227.25,12,25,36,3,0,3,29
920,4998.45,44,78,37,3,1,9,25
921,5059.5,37,88,35,4,0,12,21
922,4119.95,38,51,41,3,1,7,28
923,2343.45,4,55,45,1,1,7,35
924,5097.45,46,56,49,1,1,6,41
925,3355,12,91,30,2,0,12,14
926,4435.2,36,67,34,4,1,10,22
927,4128.75,28,62,40,3,0,6,28
928,2810.2,16,64,34,2,1,9,20
929,2534.25,13,41,34,3,0,6,21
930,4588.95,41,81,40,1,1,9,26
931,4182.25,25,58,41,3,0,7,29
932,2541.25,3,64,37,3,0,11,23
933,4509.7,32,69,40,4,1,11,25
934,3064.7,24,28,48,4,1,4,39
935,1991.25,6,39,36,3,0,5,29
936,4093,25,77,42,2,0,7,28
937,3401.2,15,36,48,4,1,6,40
938,3201,8,70,46,4,0,9,30
939,1896.2,1,47,44,4,1,7,36
940,3668.95,8,97,36,3,1,9,24
941,3487.45,36,36,31,3,1,4,23
942,4606.25,41,60,40,3,0,9,29
943,1997.25,6,24,49,3,0,2,43
944,2296.5,2,43,39,4,0,5,29
945,4789.75,40,99,44,1,0,11,32
946,2684,21,26,40,4,0,4,34
947,2667,15,27,44,4,0,3,38
948,3667.95,26,75,31,3,1,10,18
949,3939.95,27,61,45,1,1,8,34
950,2162.7,10,24,46,4,1,3,41
951,4621.5,47,53,35,4,0,6,23
952,2864,6,79,45,4,0,12,30
953,4481.25,47,29,46,3,0,3,41
954,4070.25,45,29,48,1,0,3,39
955,4023.7,41,38,37,2,1,5,27
956,3084.45,8,76,48,3,1,8,33
957,5428.5,46,73,35,4,0,9,19
958,4385.5,46,30,40,4,0,3,31
959,3352.5,29,50,40,4,0,5,33
960,3505.2,11,65,36,4,1,8,24
961,4386,37,34,42,4,0,5,36
962,4320.25,38,82,33,1,0,12,15
963,5431.7,52,83,34,4,1,12,15
964,2838.5,26,29,40,4,0,3,31
965,3161.75,19,30,30,3,0,5,18
966,2373.2,4,74,34,2,1,12,16
967,4753.75,33,90,38,3,0,15,18
968,3575.75,19,52,47,1,0,6,40
969,4218.7,39,34,46,2,1,5,39
970,2991,13,32,46,2,0,4,38
971,4856.2,47,74,41,4,1,9,26
972,5106.5,38,97,36,4,0,16,13
973,3405.75,28,32,45,3,0,4,38
974,2950.75,5,57,43,3,0,6,30
975,2228.45,2,78,36,1,1,9,21
976,3366.95,13,68,45,1,1,11,30
977,3454.25,7,87,36,1,0,15,15
978,2603.7,6,39,37,2,1,5,31
979,3729.2,29,70,46,2,1,8,36
980,4624.75,41,87,45,1,0,9,34
981,3151.45,6,64,42,1,1,8,33
982,3896.7,35,34,31,2,1,3,23
983,3575.25,17,86,42,3,0,11,29
984,3255.75,27,49,35,3,0,5,24
985,2643.75,18,24,40,1,0,3,36
986,2999.25,11,39,43,1,0,3,37
987,4836.95,48,61,36,3,1,7,28
988,2958.5,15,48,49,4,0,6,37
989,2862.2,2,77,45,4,1,8,30
990,2538.75,19,32,46,3,0,5,38
991,4263.95,24,98,36,3,1,13,16
992,4024.5,37,46,31,2,0,6,21
993,4337.5,40,40,30,4,0,4,25
994,4373.75,38,74,42,1,0,8,30
995,2134.2,7,27,35,4,1,3,28
996,5169.2,37,80,42,2,1,14,26
997,4276.25,31,89,38,1,0,13,23
998,5169.45,40,87,40,3,1,14,23
999,4231.45,39,75,34,1,1,12,19
1000,4324.45,26,90,35,3,1,15,15
1001,4430.5,40,52,42,4,0,5,35
1002,2813.75,14,31,31,3,0,4,24
1003,5158.25,48,68,44,1,0,11,31
1004,5139.7,41,94,38,4,1,15,21
1005,4113.2,31,42,36,4,1,4,30
1006,4055.5,38,55,41,2,0,5,31
1007,4433.95,29,98,43,3,1,13,28
1008,5369.45,44,75,46,3,1,10,31
1009,3784.7,23,36,38,4,1,6,27
1010,3842.45,35,44,33,3,1,7,19
1011,4347.95,28,73,48,1,1,7,38
1012,5350.95,41,88,35,1,1,15,14
1013,5208.75,49,59,40,1,0,6,30
1014,3994.45,22,54,38,1,1,9,25
1015,3214.7,17,56,36,4,1,7,23
1016,6393.75,52,99,49,3,0,12,30
1017,4854,38,77,38,4,0,11,20
1018,4710,38,69,33,4,0,10,22
1019,3559.7,19,42,44,2,1,5,33
1020,3446.95,21,31,40,1,1,3,30
1021,4782.75,44,58,35,3,0,10,18
1022,2489.45,10,39,32,1,1,6,23
1023,3335.75,21,73,31,3,0,9,20
1024,3909.95,28,38,42,1,1,4,36
1025,4310.75,35,51,33,3,0,8,18
1026,2462.25,1,50,31,1,0,5,23
1027,3055.45,18,28,31,3,1,3,27
1028,3873.7,23,56,40,2,1,5,31
1029,3393.25,26,22,39,3,0,2,35
1030,2108.45,3,57,36,1,1,6,23
1031,3404.2,28,50,44,4,1,5,36
1032,3943.45,19,93,36,1,1,11,19
1033,3485.75,33,44,39,3,0,4,28
1034,4195.45,38,42,42,1,1,4,35
1035,3305.5,15,59,46,4,0,8,33
1036,2628.7,10,22,45,2,1,2,37
1037,3872.25,37,46,45,1,0,7,35
1038,4642,31,84,36,4,0,9,24
1039,3384.2,17,97,30,2,1,11,14
1040,3518.7,18,96,43,2,1,9,31
1041,4571.45,37,63,33,1,1,10,19
1042,2797.5,14,50,31,2,0,5,21
1043,3944.45,32,68,45,3,1,7,35
1044,2728.5,24,26,42,2,0,4,37
1045,4831.75,40,58,36,1,0,7,24
1046,4347.75,34,82,32,3,0,9,22
1047,2143.2,4,43,39,2,1,6,28
1048,2622.95,9,85,30,3,1,11,16
1049,4194.7,42,60,35,2,1,8,25
1050,5649.45,44,97,43,1,1,11,27
1051,4885.5,31,96,42,2,0,15,25
1052,2580.95,5,65,30,1,1,9,20
1053,4809.25,37,75,46,1,0,12,27
1054,2572.25,3,69,47,3,0,10,31
1055,2555.45,7,29,38,1,1,4,29
1056,2840.25,14,59,32,1,0,6,19
1057,4224.75,17,85,40,1,0,15,24
1058,4383.95,29,56,38,3,1,8,24
1059,3839.2,43,38,36,4,1,4,26
1060,2637.2,10,48,34,4,1,7,26
1061,3061.5,8,94,35,4,0,12,19
1062,2913.5,13,32,32,4,0,4,23
1063,4480.7,28,96,42,4,1,16,23
1064,3703.45,26,47,37,3,1,6,29
1065,3698.75,8,86,45,1,0,13,26
1066,3958,30,33,38,2,0,5,28
1067,2028.95,7,46,39,1,1,5,30
1068,2197.75,8,38,46,3,0,5,40
1069,4093.45,37,31,41,1,1,3,31
1070,3772.5,28,64,44,2,0,8,31
1071,3043.7,6,72,38,2,1,9,23
1072,4255,32,97,33,2,0,16,16
1073,3647.75,40,20,37,3,0,3,30
1074,5032.5,34,95,36,2,0,12,23
1075,2570.75,4,41,41,1,0,6,30
1076,4546.5,24,95,31,2,0,16,9
1077,3435.2,18,46,36,2,1,5,30
1078,3401,29,38,49,2,0,5,38
1079,4936.95,40,94,46,1,1,10,32
1080,3085.95,18,66,33,3,1,11,16
1081,2741,18,38,34,4,0,5,28
1082,3730.45,20,73,39,1,1,10,23
1083,4351.5,24,96,41,4,0,13,25
1084,4030,38,42,44,4,0,6,32
1085,3804.95,30,59,33,3,1,7,22
1086,3984,34,65,35,2,0,7,24
1087,4322.75,39,65,31,3,0,10,16
1088,2466.75,11,30,46,1,0,4,40
1089,4419,38,77,35,4,0,11,20
1090,3000.5,28,29,42,2,0,4,33
1091,3584.45,31,22,30,1,1,3,21
1092,3826.2,15,66,46,2,1,9,30
1093,3119.45,20,61,43,1,1,10,31
1094,3467.2,33,26,48,2,1,3,44
1095,3016.2,9,89,40,4,1,10,28
1096,4941.7,48,47,48,2,1,5,41
1097,5412,48,59,42,4,0,9,26
1098,3100.25,17,53,38,1,0,6,29
1099,2396.95,4,57,46,3,1,10,32
1100,3415.75,23,73,48,3,0,9,36
1101,3945.25,29,41,41,1,0,4,33
1102,4267.5,33,58,49,4,0,8,39
1103,2101.7,2,43,40,2,1,7,31
1104,3101.45,3,65,39,3,1,6,27
1105,3974.25,29,61,42,1,0,9,29
1106,4298.5,37,66,49,4,0,10,33
1107,5057.45,51,61,44,1,1,8,33
1108,3488.2,23,42,43,2,1,4,34
1109,5219.25,49,98,33,1,0,15,15
1110,4158.2,48,37,39,2,1,5,30
1111,4533.7,34,99,39,4,1,14,23
1112,3612.95,13,70,36,1,1,11,20
1113,4055.95,35,53,31,1,1,9,20
1114,3395.2,8,76,41,4,1,9,28
1115,3961.25,28,66,49,1,0,11,33
1116,2729.45,6,37,32,1,1,5,23
1117,4337.45,41,45,35,3,1,7,21
1118,3468,14,87,47,4,0,11,32
1119,2849.45,4,51,37,3,1,6,29
1120,3349.95,31,20,38,3,1,3,32
1121,2606.2,11,30,30,2,1,4,22
1122,3536.95,24,75,39,3,1,11,22
1123,4294.2,39,27,35,4,1,4,30
1124,4115,29,46,41,2,0,4,32
1125,4127.5,38,86,31,2,0,9,17
1126,4183.45,27,88,46,3,1,11,29
1127,3787,16,96,32,2,0,14,14
1128,3292.25,13,71,36,3,0,8,23
1129,3398.45,15,73,48,1,1,9,33
1130,3452.75,18,74,38,3,0,10,26
1131,3619.75,6,81,44,3,0,12,30
1132,5765.5,39,98,48,4,0,17,29
1133,3353.7,25,51,31,4,1,5,19
1134,4533.45,30,81,45,1,1,9,29
1135,3559,8,93,33,4,0,16,10
1136,3677.95,20,51,47,1,1,6,40
1137,3875.2,29,35,41,2,1,6,30
1138,5210.75,48,83,37,1,0,13,18
1139,4369.5,45,44,47,4,0,6,37
1140,3378.95,29,65,31,1,1,7,18
1141,4506,39,81,48,2,0,13,32
1142,4136.25,40,32,47,3,0,4,37
1143,4761.2,40,90,46,4,1,13,30
1144,4177.25,25,94,45,1,0,9,35
1145,4633.2,42,41,33,4,1,5,22
1146,3492.2,6,92,49,4,1,15,28
1147,4625.95,46,22,36,3,1,3,30
1148,5542.2,41,84,49,4,1,12,34
1149,3636.45,14,81,30,1,1,12,17
1150,4950.45,34,95,31,3,1,12,13
1151,4254.7,49,25,42,4,1,3,33
1152,2960.95,5,75,49,1,1,12,34
1153,5617,50,91,49,4,0,11,32
1154,2994.2,8,66,41,4,1,8,32
1155,4136.5,29,60,46,4,0,10,31
1156,2633.95,2,71,39,3,1,12,20
1157,3376.2,13,84,47,2,1,11,32
1158,2524.7,6,79,30,2,1,12,13
1159,3058.75,12,52,41,3,0,6,28
1160,3405.75,9,70,33,3,0,8,20
1161,3097.7,2,77,31,2,1,11,13
1162,4904.7,50,90,32,4,1,13,13
1163,3516.7,26,40,33,2,1,6,21
1164,5528.2,45,88,30,2,1,14,14
1165,2093,6,39,39,2,0,6,32
1166,4906.2,40,86,31,2,1,11,16
1167,4684.95,36,68,31,3,1,11,16
1168,2621.75,8,59,42,1,0,8,32
1169,4663.25,30,94,48,3,0,9,37
1170,2884.5,25,30,32,4,0,3,23
1171,4930.95,36,87,48,1,1,15,30
1172,3154.45,2,87,31,3,1,9,15
1173,4383.2,23,79,48,4,1,9,36
1174,4466.45,30,71,33,3,1,11,19
1175,4822.45,32,78,37,3,1,13,17
1176,2668.2,14,46,47,4,1,6,40
1177,3943.45,24,73,37,1,1,7,29
1178,3273.95,29,43,44,1,1,7,30
1179,5619.75,47,90,46,1,0,14,30
1180,4686.95,27,90,47,3,1,11,30
1181,4723.25,34,67,40,1,0,8,27
1182,3932,21,76,34,2,0,9,24
1183,4631.95,41,66,44,1,1,11,32
1184,5614.75,48,80,46,1,0,8,34
1185,4844.2,40,68,48,2,1,7,36
1186,4525.25,49,53,39,1,0,9,29
1187,3788.7,26,85,43,2,1,9,31
1188,3286.45,15,51,47,1,1,7,37
1189,2216,4,32,48,2,0,4,42
1190,3079.2,3,83,48,2,1,9,36
1191,2578.45,11,28,35,1,1,4,27
1192,4250.7,39,49,38,2,1,6,25
1193,5185.5,43,89,32,2,0,9,19
1194,4277.75,19,97,41,1,0,12,22
1195,2954.95,12,32,41,3,1,4,36
1196,2579.7,13,30,46,2,1,3,39
1197,2683.2,6,74,40,2,1,8,26
1198,2645.2,18,41,33,4,1,7,24
1199,3047.75,25,21,34,1,0,2,28
1200,3954.75,28,47,37,1,0,6,24
1201,5621.5,45,84,36,4,0,12,21
1202,3385.25,8,67,43,1,0,7,29
1203,5213.45,40,88,49,3,1,13,33
1204,4144.25,42,57,38,3,0,9,25
1205,3671.7,8,97,41,2,1,9,27
1206,2721.75,24,20,31,3,0,2,28
1207,2992.95,9,91,41,1,1,12,22
1208,4337.5,27,62,46,4,0,10,35
1209,3246.45,18,41,46,1,1,6,33
1210,3921.25,32,45,39,3,0,5,27
1211,2863.75,7,78,44,3,0,10,28
1212,2622,5,60,42,4,0,7,34
1213,3772.95,18,84,49,3,1,12,34
1214,3848.95,34,24,48,1,1,4,40
1215,4115.2,30,96,48,2,1,10,34
1216,3842.5,16,61,49,4,0,9,37
1217,4780.5,35,67,44,4,0,12,29
1218,4587.25,37,52,34,3,0,7,21
1219,4426,19,98,39,2,0,17,20
1220,3334.7,31,22,41,4,1,3,33
1221,5535.2,47,73,47,2,1,8,32
1222,2316.7,7,22,48,2,1,2,41
1223,3705.75,40,40,45,1,0,5,36
1224,3418.7,14,54,33,4,1,8,21
1225,2330.7,10,62,30,2,1,8,15
1226,4148.2,19,93,44,2,1,11,28
1227,2184.7,12,42,30,2,1,6,23
1228,4636.2,46,20,47,4,1,3,40
1229,3102.95,4,72,46,1,1,12,30
1230,4459.5,50,51,46,2,0,7,37
1231,2974.45,8,73,36,3,1,8,21
1232,4226,28,87,35,2,0,14,16
1233,3031.2,26,22,32,4,1,3,22
1234,4979.75,49,89,34,1,0,15,14
1235,3838.5,28,59,44,2,0,7,33
1236,4520.7,37,71,45,4,1,10,31
1237,3668.7,16,92,38,4,1,14,23
1238,5647.75,47,84,47,1,0,10,32
1239,3569.2,26,69,35,2,1,8,24
1240,5303.5,47,68,48,2,0,10,31
1241,4268.95,24,76,44,3,1,8,30
1242,4285.7,42,53,47,2,1,9,31
1243,4251.25,22,91,32,1,0,15,11
1244,5738.5,46,73,48,4,0,12,31
1245,4653.25,37,99,31,3,0,13,17
1246,4595.25,35,64,37,3,0,8,27
1247,3150,29,33,37,2,0,4,30
1248,2910.95,20,33,37,1,1,4,28
1249,3465.2,7,89,39,2,1,10,22
1250,4427.75,50,25,30,1,0,3,22
1251,3686.2,8,98,36,4,1,10,22
1252,2097.45,14,26,43,3,1,2,39
1253,2861.2,2,63,41,4,1,8,30
1254,4620.25,47,47,40,3,0,7,31
1255,4562.25,34,73,46,3,0,10,31
1256,5025.75,44,99,33,3,0,15,12
1257,3115.45,23,20,42,1,1,2,35
1258,4330.95,31,88,31,1,1,13,14
1259,3329.45,25,44,30,1,1,5,21
1260,4131.45,22,91,45,3,1,15,27
1261,3545.95,21,65,42,1,1,10,28
1262,3597.45,26,54,32,1,1,8,19
1263,3275.95,11,78,39,1,1,12,24
1264,4048.75,28,47,45,3,0,6,32
1265,4596.25,35,92,47,1,0,15,27
1266,2290.2,3,76,34,4,1,9,20
1267,4391.75,27,68,49,3,0,11,36
1268,4232.2,42,58,37,4,1,8,28
1269,4437.45,47,57,41,1,1,8,29
1270,2859.7,13,38,47,2,1,5,37
1271,3587.7,21,95,38,2,1,12,25
1272,3428.25,32,39,39,3,0,5,29
1273,2506.75,4,42,48,1,0,5,38
1274,3732.75,33,34,47,3,0,3,40
1275,2456.2,4,81,31,4,1,10,18
1276,4422.5,39,53,42,4,0,6,31
1277,4797.95,51,57,48,1,1,9,34
1278,1957.75,2,29,36,3,0,5,30
1279,2723.7,3,92,33,2,1,12,19
1280,5186,41,85,40,4,0,9,28
1281,1899.95,3,55,31,1,1,9,20
1282,4561.95,31,57,49,1,1,9,36
1283,4939.25,42,93,30,1,0,10,13
1284,5252.7,49,66,37,2,1,11,23
1285,4647.5,35,89,44,4,0,9,31
1286,2109.25,2,50,45,1,0,7,37
1287,4243.7,46,35,34,2,1,4,27
1288,2959.7,11,54,35,4,1,6,27
1289,4128.95,38,65,34,1,1,10,18
1290,3973.2,48,28,33,4,1,4,24
1291,3949.7,42,36,39,2,1,4,33
1292,3891.95,40,33,46,3,1,5,38
1293,3354.95,10,82,38,3,1,12,20
1294,3523.2,28,48,43,4,1,5,32
1295,3090.25,19,53,38,3,0,6,31
1296,4377.5,36,48,35,2,0,6,23
1297,4500.95,39,72,33,3,1,11,20
1298,5444.25,49,79,43,3,0,13,25
1299,2899.75,12,31,42,1,0,3,34
1300,3912.5,19,64,39,2,0,7,27
1301,4366.75,37,88,48,1,0,10,34
1302,5482.75,47,73,42,3,0,7,32
1303,4058.45,20,66,47,1,1,7,33
1304,2628.45,14,36,38,1,1,5,29
1305,4848.2,40,66,43,4,1,11,28
1306,1965.95,1,23,42,1,1,2,36
1307,3576,23,53,32,4,0,5,24
1308,3769.7,28,64,35,4,1,7,23
1309,4698.5,34,72,48,4,0,8,33
1310,5811.5,49,85,45,2,0,14,25
1311,2947,4,84,40,4,0,9,30
1312,2492.95,4,62,39,1,1,11,22
1313,3949,34,49,35,4,0,5,24
1314,3371,11,69,42,2,0,11,30
1315,4338.2,46,38,36,2,1,4,28
1316,4322.95,33,79,33,3,1,9,18
1317,2511.45,9,58,30,1,1,10,19
1318,2271.7,11,21,34,2,1,3,29
1319,1883.7,6,27,34,2,1,3,29
1320,3408.5,26,68,36,2,0,7,27
1321,3778.95,43,42,32,3,1,5,26
1322,5439.7,48,87,43,2,1,11,31
1323,2809.7,19,48,46,2,1,5,39
1324,3273.95,31,24,49,3,1,3,42
1325,4281.95,32,70,38,3,1,10,24
1326,3027.75,9,81,43,3,0,14,26
1327,4232.2,49,22,35,4,1,3,28
